Agents,Objects,Phi,Sample,UMinEF_Solution,GRB-UMinEF-Time,UMinPO_Solution,GRB-UMinPO-Time,DP-UMinPO-Time,DP-UMinEF-Time
2,2,0.5,0,0,0.006909847259521484,0,0.001789093017578125,0.0008378028869628906,8.702278137207031e-05
2,2,0.5,1,0,0.0007779598236083984,0,0.0010578632354736328,0.0005838871002197266,9.703636169433594e-05
2,2,0.5,2,0,0.0009160041809082031,0,0.0012021064758300781,0.0006630420684814453,9.822845458984375e-05
2,2,0.5,3,1,0.0013420581817626953,1,0.001725912094116211,0.0009198188781738281,0.00015091896057128906
2,2,0.5,4,0,0.0008552074432373047,0,0.0017731189727783203,0.0006959438323974609,0.00012683868408203125
2,2,0.5,5,0,0.0012080669403076172,0,0.0015060901641845703,0.0006120204925537109,8.702278137207031e-05
2,2,0.5,6,0,0.001107931137084961,0,0.0012829303741455078,0.0006291866302490234,9.298324584960938e-05
2,2,0.5,7,1,0.0009889602661132812,1,0.0014462471008300781,0.0007140636444091797,0.00010085105895996094
2,2,0.5,8,1,0.0012819766998291016,1,0.0014100074768066406,0.0006248950958251953,9.489059448242188e-05
2,2,0.5,9,0,0.001276254653930664,0,0.0019178390502929688,0.0008530616760253906,0.0001270771026611328
2,2,0.5,10,0,0.0010027885437011719,0,0.001313924789428711,0.0006279945373535156,0.00012302398681640625
2,2,0.5,11,0,0.0009999275207519531,0,0.0011970996856689453,0.0007908344268798828,0.00019097328186035156
2,2,0.5,12,1,0.0009768009185791016,1,0.0013020038604736328,0.0006620883941650391,9.608268737792969e-05
2,2,0.5,13,0,0.0009121894836425781,0,0.0016109943389892578,0.0007150173187255859,9.083747863769531e-05
2,2,0.5,14,0,0.0008361339569091797,0,0.0011410713195800781,0.0008962154388427734,0.000102996826171875
2,2,0.5,15,1,0.001123666763305664,1,0.0017888545989990234,0.0007960796356201172,0.00010514259338378906
2,2,0.5,16,0,0.0009672641754150391,0,0.0011932849884033203,0.0006449222564697266,8.797645568847656e-05
2,2,0.5,17,0,0.0007619857788085938,0,0.001238107681274414,0.0006577968597412109,8.606910705566406e-05
2,2,0.5,18,0,0.0007729530334472656,0,0.0010402202606201172,0.0005230903625488281,7.891654968261719e-05
2,2,0.5,19,0,0.0007269382476806641,0,0.0010650157928466797,0.0005509853363037109,7.700920104980469e-05
2,2,0.5,20,0,0.0008261203765869141,0,0.0013568401336669922,0.0005910396575927734,8.797645568847656e-05
2,2,0.5,21,1,0.0009100437164306641,1,0.0011067390441894531,0.0005869865417480469,9.393692016601562e-05
2,2,0.5,22,1,0.0007748603820800781,1,0.0010290145874023438,0.0005230903625488281,8.20159912109375e-05
2,2,0.5,23,1,0.0008289813995361328,1,0.0010528564453125,0.0005421638488769531,0.00011706352233886719
2,2,0.5,24,0,0.0007071495056152344,0,0.001035928726196289,0.0005090236663818359,7.343292236328125e-05
2,2,0.5,25,1,0.0009658336639404297,1,0.0012280941009521484,0.0005838871002197266,8.606910705566406e-05
2,2,0.5,26,0,0.0010409355163574219,0,0.001087188720703125,0.0007789134979248047,8.893013000488281e-05
2,2,0.5,27,0,0.0008130073547363281,0,0.0011730194091796875,0.0006101131439208984,9.703636169433594e-05
2,2,0.5,28,0,0.0007960796356201172,0,0.0011510848999023438,0.0006260871887207031,8.678436279296875e-05
2,2,0.5,29,1,0.0008733272552490234,1,0.0010790824890136719,0.0006549358367919922,0.00010704994201660156
2,2,0.5,30,0,0.0009007453918457031,0,0.0011751651763916016,0.0005571842193603516,7.987022399902344e-05
2,2,0.5,31,0,0.0007748603820800781,0,0.0009548664093017578,0.0005152225494384766,7.605552673339844e-05
2,2,0.5,32,0,0.0006821155548095703,0,0.000972747802734375,0.0005099773406982422,7.390975952148438e-05
2,2,0.5,33,0,0.0006537437438964844,0,0.0009260177612304688,0.0005092620849609375,7.677078247070312e-05
2,2,0.5,34,1,0.0008587837219238281,1,0.0010631084442138672,0.0005576610565185547,8.797645568847656e-05
2,2,0.5,35,0,0.0008230209350585938,0,0.0010309219360351562,0.0005462169647216797,7.486343383789062e-05
2,2,0.5,36,1,0.00074005126953125,1,0.0009882450103759766,0.0005240440368652344,8.177757263183594e-05
2,2,0.5,37,1,0.0007617473602294922,1,0.0010612010955810547,0.0005590915679931641,9.322166442871094e-05
2,2,0.5,38,0,0.0007388591766357422,0,0.0010118484497070312,0.0005321502685546875,7.891654968261719e-05
2,2,0.5,39,1,0.0007917881011962891,1,0.0011019706726074219,0.0006482601165771484,8.606910705566406e-05
2,2,0.5,40,1,0.0010366439819335938,1,0.0012431144714355469,0.0005979537963867188,9.107589721679688e-05
2,2,0.5,41,1,0.0007760524749755859,1,0.0010368824005126953,0.0005319118499755859,9.822845458984375e-05
2,2,0.5,42,0,0.0006897449493408203,0,0.0009920597076416016,0.0005691051483154297,7.605552673339844e-05
2,2,0.5,43,1,0.0007321834564208984,1,0.0009489059448242188,0.0004930496215820312,7.772445678710938e-05
2,2,0.5,44,1,0.0006928443908691406,1,0.0009458065032958984,0.0004870891571044922,7.796287536621094e-05
2,2,0.5,45,1,0.0007450580596923828,1,0.0012922286987304688,0.0005929470062255859,8.988380432128906e-05
2,2,0.5,46,0,0.0007557868957519531,0,0.0009911060333251953,0.0005099773406982422,7.104873657226562e-05
2,2,0.5,47,0,0.0006430149078369141,0,0.0009021759033203125,0.0004730224609375,7.009506225585938e-05
2,2,0.5,48,1,0.0007092952728271484,1,0.0009560585021972656,0.0004968643188476562,7.915496826171875e-05
2,2,0.5,49,0,0.0006589889526367188,0,0.0009050369262695312,0.0005660057067871094,9.179115295410156e-05
2,2,0.75,0,1,0.0007832050323486328,1,0.0010497570037841797,0.0005578994750976562,8.296966552734375e-05
2,2,0.75,1,1,0.0007700920104980469,1,0.0009789466857910156,0.0005183219909667969,7.891654968261719e-05
2,2,0.75,2,1,0.0006947517395019531,1,0.0009629726409912109,0.0005640983581542969,7.772445678710938e-05
2,2,0.75,3,0,0.0006268024444580078,0,0.000885009765625,0.0005168914794921875,8.821487426757812e-05
2,2,0.75,4,0,0.0007691383361816406,0,0.0010166168212890625,0.0005309581756591797,7.891654968261719e-05
2,2,0.75,5,0,0.0007870197296142578,0,0.0010340213775634766,0.0005347728729248047,7.581710815429688e-05
2,2,0.75,6,1,0.0012311935424804688,1,0.0010998249053955078,0.0005629062652587891,8.606910705566406e-05
2,2,0.75,7,0,0.0006818771362304688,0,0.0009260177612304688,0.0005578994750976562,8.106231689453125e-05
2,2,0.75,8,0,0.0006742477416992188,0,0.0009610652923583984,0.0005152225494384766,7.295608520507812e-05
2,2,0.75,9,0,0.0006759166717529297,0,0.0009751319885253906,0.0005197525024414062,7.605552673339844e-05
2,2,0.75,10,0,0.0007066726684570312,0,0.0011110305786132812,0.0005371570587158203,7.915496826171875e-05
2,2,0.75,11,1,0.0008671283721923828,1,0.0013492107391357422,0.0006389617919921875,9.489059448242188e-05
2,2,0.75,12,0,0.0007698535919189453,0,0.0010333061218261719,0.0005581378936767578,8.0108642578125e-05
2,2,0.75,13,0,0.0007617473602294922,0,0.0010559558868408203,0.0005779266357421875,0.00012111663818359375
2,2,0.75,14,1,0.0008547306060791016,1,0.00115203857421875,0.0006101131439208984,9.799003601074219e-05
2,2,0.75,15,1,0.0008141994476318359,1,0.0011267662048339844,0.0007119178771972656,9.608268737792969e-05
2,2,0.75,16,0,0.0008640289306640625,0,0.0011446475982666016,0.0005888938903808594,8.702278137207031e-05
2,2,0.75,17,0,0.0007350444793701172,0,0.0010449886322021484,0.0005209445953369141,7.677078247070312e-05
2,2,0.75,18,0,0.0007233619689941406,0,0.0009868144989013672,0.0005247592926025391,7.82012939453125e-05
2,2,0.75,19,1,0.0007779598236083984,1,0.0010180473327636719,0.0005381107330322266,9.775161743164062e-05
2,2,0.75,20,1,0.000720977783203125,1,0.0011038780212402344,0.0005209445953369141,8.416175842285156e-05
2,2,0.75,21,1,0.0009191036224365234,1,0.0010669231414794922,0.0005660057067871094,8.821487426757812e-05
2,2,0.75,22,0,0.0006649494171142578,0,0.0009109973907470703,0.0004820823669433594,7.200241088867188e-05
2,2,0.75,23,0,0.0006346702575683594,0,0.0009510517120361328,0.0004737377166748047,7.200241088867188e-05
2,2,0.75,24,0,0.0007040500640869141,0,0.0009288787841796875,0.0004949569702148438,7.200241088867188e-05
2,2,0.75,25,1,0.0007281303405761719,1,0.00096893310546875,0.0005209445953369141,8.20159912109375e-05
2,2,0.75,26,1,0.0007507801055908203,1,0.001093149185180664,0.0006551742553710938,0.0002079010009765625
